VolcanoNumber,VolcanoName,VolcanoType,LastEruptionYear,Country,GeologicalSummary,Region,Subregion,Latitude,Longitude,Elevation,TectonicSetting,GeologicEpoch,EvidenceCategory,MajorRockType,LastUpdateDate,Remarks
290111,Ivao Group,Pyroclastic cone(s),,Russia,"The Ivao group of cones along the Krishtofovich Ridge of SW Urup Island contains several well-preserved cones of Holocene age.  The first of a group of three young cones that formed along a NW-SE line is 1426-m-high Ivao cone, which marks the high point of Urup Island at the NW end of the chain.  The SE-most cone bisects a glacial valley, forming Lake Ivao.  The elongated central cone, Krutaya Mountain, is the youngest, and produced a viscous lava flow that traveled to the east.",Kuril Islands,Kuril Islands,45.77,149.68,1426,Subduction zone / Intermediate crust (15-25 km),Holocene,Evidence Credible,No Data (checked),4/1/21 8:00,"The Ivao group of cones along the Krishtofovich Ridge of SW Urup Island contains several well-preserved cones of Holocene age.  The first of a group of three young cones that formed along a NW-SE line is 1426-m-high Ivao cone, which marks the high point of Urup Island at the NW end of the chain.  The SE-most cone bisects a glacial valley, forming Lake Ivao.  The elongated central cone, Krutaya Mountain, is the youngest, and produced a viscous lava flow that traveled to the east."
290112,Rudakov,Stratovolcano,,Russia,"The small isolated cone of Rudakov occupies the Tokotan Isthmus on the Sea of Okhotsk coast of central Urup Island. The 532-m-high basaltic-andesite stratovolcano lies between Petr Shmidt ridge and Krishtofovich Ridge and is capped by a 700-m-wide, funnel-like crater containing a 300-m-wide lake. The age was considered to be late Pleistocene or early Holocene (Gorshkov, 1970).",Kuril Islands,Kuril Islands,45.874,149.819,532,Subduction zone / Intermediate crust (15-25 km),Holocene,Evidence Uncertain,Andesite / Basaltic Andesite,4/1/21 8:00,"The small isolated cone of Rudakov occupies the Tokotan Isthmus on the Sea of Okhotsk coast of central Urup Island. The 532-m-high basaltic-andesite stratovolcano lies between Petr Shmidt ridge and Krishtofovich Ridge and is capped by a 700-m-wide, funnel-like crater containing a 300-m-wide lake. The age was considered to be late Pleistocene or early Holocene (Gorshkov, 1970)."
290113,Tri Sestry,Stratovolcano,,Russia,"Tri Sestry, located on the shore of the Sea of Okhotsk in central Urup Island, is an eroded andesitic stratovolcano whose flanks are cut by deep ravines.  A summit lava dome on Tri Sestry (""Three Sisters"") was active during either the late Pleistocene or early Holocene (Gorshkov, 1970).  Hot springs along the coast mark its latest activity. ",Kuril Islands,Kuril Islands,45.93,149.92,998,Subduction zone / Intermediate crust (15-25 km),Holocene,Evidence Uncertain,Andesite / Basaltic Andesite,4/1/21 8:00,"Tri Sestry, located on the shore of the Sea of Okhotsk in central Urup Island, is an eroded andesitic stratovolcano whose flanks are cut by deep ravines.  A summit lava dome on Tri Sestry (""Three Sisters"") was active during either the late Pleistocene or early Holocene (Gorshkov, 1970).  Hot springs along the coast mark its latest activity. "
290120,Kolokol Group,Stratovolcano,1973,Russia,"A group of Holocene volcanoes in central Urup Island is named after its most prominent volcano, Kolokol. Berg and Trezubetz volcanoes, flanking Kolokol on the NW, have breached summit calderas partially filled by lava domes. Trezubetz, whose name means ""Trident,"" has an eroded crater rim with three large peaks when seen at sea from the north. Kolokol rises to 1328 m and is sometimes known as Urup-Fuji because of its symmetrical profile. The crater of Kolokol is not well preserved, but there is no evidence of glacial erosion. Several lava flows originate from Kolokol; one of these extends almost to the Sea of Okhotsk coast; a viscous lava flow armoring the SE flank is probably the most recent. Borzov volcano, the oldest of the group, lies to the SW of Kolokol. Eruptions of the Kolokol group have been observed in historical time since the late-18th century. Berg volcano has been most active, but Trezubetz erupted in 1924.",Kuril Islands,Kuril Islands,46.042,150.083,1328,Subduction zone / Intermediate crust (15-25 km),Holocene,Eruption Observed,Andesite / Basaltic Andesite,4/1/21 8:00,"A group of Holocene volcanoes in central Urup Island is named after its most prominent volcano, Kolokol. Berg and Trezubetz volcanoes, flanking Kolokol on the NW, have breached summit calderas partially filled by lava domes. Trezubetz, whose name means ""Trident,"" has an eroded crater rim with three large peaks when seen at sea from the north. Kolokol rises to 1328 m and is sometimes known as Urup-Fuji because of its symmetrical profile. The crater of Kolokol is not well preserved, but there is no evidence of glacial erosion. Several lava flows originate from Kolokol; one of these extends almost to the Sea of Okhotsk coast; a viscous lava flow armoring the SE flank is probably the most recent. Borzov volcano, the oldest of the group, lies to the SW of Kolokol. Eruptions of the Kolokol group have been observed in historical time since the late-18th century. Berg volcano has been most active, but Trezubetz erupted in 1924."
290150,Chirpoi,Caldera,2016,Russia,"Chirpoi, a small island lying between the larger islands of Simushir and Urup, contains a half dozen volcanic edifices constructed within an 8-9 km wide, partially submerged caldera. The southern rim of the caldera is exposed on nearby Brat Chirpoev Island. The symmetrical Cherny volcano, which forms the central cone of the island, erupted twice during the 18th and 19th centuries. The youngest volcano, Snow, originated between 1770 and 1810. It is composed almost entirely of lava flows, many of which have reached the sea on the southern coast. No historical eruptions are known from Brat Chirpoev, but its youthful morphology suggests recent strombolian activity.",Kuril Islands,Kuril Islands,46.532,150.871,742,Subduction zone / Oceanic crust (< 15 km),Holocene,Eruption Observed,Andesite / Basaltic Andesite,4/1/21 8:00,"Chirpoi, a small island lying between the larger islands of Simushir and Urup, contains a half dozen volcanic edifices constructed within an 8-9 km wide, partially submerged caldera. The southern rim of the caldera is exposed on nearby Brat Chirpoev Island. The symmetrical Cherny volcano, which forms the central cone of the island, erupted twice during the 18th and 19th centuries. The youngest volcano, Snow, originated between 1770 and 1810. It is composed almost entirely of lava flows, many of which have reached the sea on the southern coast. No historical eruptions are known from Brat Chirpoev, but its youthful morphology suggests recent strombolian activity."
290160,Unnamed,Submarine,1972,Russia,"Hydrophones detected signals in 1972 interpreted to be from a submarine eruption in the Kuriles, probably between Simushir and Urup Island (Smithsonian Institution Center for Short-Lived Phenomena).  Three seamounts have been located between Urup and Simushir Islands, east and NE of Chirpoi Island (Tsvetkov 1991, pers. comm.), but the hydrophone signal is not accurately enough located to determine its precise origin.  The location given here is arbitrarily that of the seamount most centrally located between Urup and Simushir Islands.    ",Kuril Islands,Kuril Islands,46.47,151.28,-502,Subduction zone / Oceanic crust (< 15 km),Holocene,Eruption Dated,No Data (checked),4/1/21 8:00,"Hydrophones detected signals in 1972 interpreted to be from a submarine eruption in the Kuriles, probably between Simushir and Urup Island (Smithsonian Institution Center for Short-Lived Phenomena).  Three seamounts have been located between Urup and Simushir Islands, east and NE of Chirpoi Island (Tsvetkov 1991, pers. comm.), but the hydrophone signal is not accurately enough located to determine its precise origin.  The location given here is arbitrarily that of the seamount most centrally located between Urup and Simushir Islands.    "
290161,Milna,Stratovolcano,1914,Russia,"Milna (or Mil'na) is the southernmost volcano on Simushir Island in the central Kuriles, and includes the Goriaschaia Sopka lava dome on the NW flank. The outer flanks of the steep-sided 1500-m-high volcano are dissected by deep gullies. A 3-km-wide caldera breached widely to the SE was formed during the Pleistocene and became a center of glaciation. A small central cone capped by an andesitic lava dome was constructed within the caldera during postglacial time and forms the highest point on Simushir Island. Lava flows from the cone descend 4-5 km to the sea. Goriaschaia Sopka, previously identified as a distinct volcano, is a historically active andesitic lava dome that grew just beyond what appears to be a NE-SW erosional scarp along the NW flank. Numerous fresh lava flows with prominent marginal levees extend from the dome, with some reaching the sea. It may have formed as recently as the late-19th century; dominantly mild-to-moderate explosive eruptions have occurred since 1842.",Kuril Islands,Kuril Islands,46.815,151.786,1504,Subduction zone / Oceanic crust (< 15 km),Holocene,Eruption Observed,Andesite / Basaltic Andesite,4/1/21 8:00,"Milna (or Mil'na) is the southernmost volcano on Simushir Island in the central Kuriles, and includes the Goriaschaia Sopka lava dome on the NW flank. The outer flanks of the steep-sided 1500-m-high volcano are dissected by deep gullies. A 3-km-wide caldera breached widely to the SE was formed during the Pleistocene and became a center of glaciation. A small central cone capped by an andesitic lava dome was constructed within the caldera during postglacial time and forms the highest point on Simushir Island. Lava flows from the cone descend 4-5 km to the sea. Goriaschaia Sopka, previously identified as a distinct volcano, is a historically active andesitic lava dome that grew just beyond what appears to be a NE-SW erosional scarp along the NW flank. Numerous fresh lava flows with prominent marginal levees extend from the dome, with some reaching the sea. It may have formed as recently as the late-19th century; dominantly mild-to-moderate explosive eruptions have occurred since 1842."
290180,Zavaritzki Caldera,Caldera,1957,Russia,"Zavaritzki volcano in central Simushir Island contains three nested calderas of 10-, 8-, and 3-km diameter.  The steep-walled youngest caldera was formed during the Holocene and contains a lake whose surface is about 40 m elevation and whose bottom lies about 30 m below sea level.  Several young cones and lava domes are located near the margins of Biryuzovoe caldera lake.  Lacustrine sediments overlying pumice deposits indicate that an earlier caldera lake lay at 200 m above sea level, well above the present lake surface.  Two eruptions have occurred at Zavaritzki during the 20th century.  A lava dome that was emplaced sometime between 1916 and 1931 forms a small island in the northern part of the caldera lake.  In 1957, a new 350-m-wide, 40-m-high dome was emplaced following explosive eruptions, decreasing the size of the caldera lake.      ",Kuril Islands,Kuril Islands,46.925,151.95,624,Subduction zone / Oceanic crust (< 15 km),Holocene,Eruption Observed,Andesite / Basaltic Andesite,4/1/21 8:00,"Zavaritzki volcano in central Simushir Island contains three nested calderas of 10-, 8-, and 3-km diameter.  The steep-walled youngest caldera was formed during the Holocene and contains a lake whose surface is about 40 m elevation and whose bottom lies about 30 m below sea level.  Several young cones and lava domes are located near the margins of Biryuzovoe caldera lake.  Lacustrine sediments overlying pumice deposits indicate that an earlier caldera lake lay at 200 m above sea level, well above the present lake surface.  Two eruptions have occurred at Zavaritzki during the 20th century.  A lava dome that was emplaced sometime between 1916 and 1931 forms a small island in the northern part of the caldera lake.  In 1957, a new 350-m-wide, 40-m-high dome was emplaced following explosive eruptions, decreasing the size of the caldera lake.      "
290190,Prevo Peak,Stratovolcano,1825,Russia,"Symmetrical Prevo Peak, also known as Simushiru-Fuji for its resemblance to Japan's noted volcano, is capped by a 450 x 600 m wide summit crater.  A nested inner cone whose rim approaches the height of portions of the outer cone is itself cut by a deep, 350-m-wide crater with a small lake on its floor.  Young-looking lava flows reach both coasts of central Simushir Island, and those on the south flank (Pacific Ocean side) have a particularly youthful appearance.  Two small pyroclastic cones on the western flank have produced lava flows that reach to or near the Sea of Okhotsk.  Only two eruptions are known from Prevo Peak in historical time.  The largest of these, during the 1760s, produced pyroclastic flows that destroyed all vegetation at the foot of the volcano.  Weak explosive activity occurred during the most recent eruption, which took place during the first half of the 19th century.",Kuril Islands,Kuril Islands,47.02,152.12,1360,Subduction zone / Oceanic crust (< 15 km),Holocene,Eruption Observed,Basalt / Picro-Basalt,4/1/21 8:00,"Symmetrical Prevo Peak, also known as Simushiru-Fuji for its resemblance to Japan's noted volcano, is capped by a 450 x 600 m wide summit crater.  A nested inner cone whose rim approaches the height of portions of the outer cone is itself cut by a deep, 350-m-wide crater with a small lake on its floor.  Young-looking lava flows reach both coasts of central Simushir Island, and those on the south flank (Pacific Ocean side) have a particularly youthful appearance.  Two small pyroclastic cones on the western flank have produced lava flows that reach to or near the Sea of Okhotsk.  Only two eruptions are known from Prevo Peak in historical time.  The largest of these, during the 1760s, produced pyroclastic flows that destroyed all vegetation at the foot of the volcano.  Weak explosive activity occurred during the most recent eruption, which took place during the first half of the 19th century."
290191,Uratman,Stratovolcano,,Russia,"The northernmost of volcanoes on Simushir Island, Uratman consists of an impressive 7.5-km-wide Pleistocene caldera that forms the NE tip of the island. Caldera walls rise 450 m above a 250-m-deep caldera bay. A narrow gap in the northern caldera rim provides sea-water access into the half-moon-shaped Brouton Bay, which fills the NW half of the caldera. A central somma cone, andesitic Uratman, has grown during the Holocene in the SE part of the caldera. Two cinder cones are located along the N flank of Uratman, and a lava dome was formed on its NW flank along Brouton Bay. No historical eruptions are known.",Kuril Islands,Kuril Islands,47.12,152.25,678,Subduction zone / Oceanic crust (< 15 km),Holocene,Evidence Credible,Andesite / Basaltic Andesite,4/1/21 8:00,"The northernmost of volcanoes on Simushir Island, Uratman consists of an impressive 7.5-km-wide Pleistocene caldera that forms the NE tip of the island. Caldera walls rise 450 m above a 250-m-deep caldera bay. A narrow gap in the northern caldera rim provides sea-water access into the half-moon-shaped Brouton Bay, which fills the NW half of the caldera. A central somma cone, andesitic Uratman, has grown during the Holocene in the SE part of the caldera. Two cinder cones are located along the N flank of Uratman, and a lava dome was formed on its NW flank along Brouton Bay. No historical eruptions are known."
290200,Ketoi,Stratovolcano,1960,Russia,"The circular, 10-km-wide Ketoi island, which rises across the 19-km-wide Diana Strait from Simushir Island, hosts of one of the most complex volcanic structures of the Kuril Islands.  The rim of a 5-km-wide Pleistocene caldera is exposed only on the NE side.  A younger 1172-m-high stratovolcano forming the NW part of the island is cut by a horst-and-graben structure containing two solfatara fields.  A 1.5-km-wide freshwater lake fills an explosion crater in the center of the island.  Pallas Peak, a large andesitic cone in the NE part of the caldera, is truncated by a 550-m-wide crater containing a brilliantly colored turquoise crater lake.  Lava flows from Pallas Peak overtop the caldera rim and descend nearly 5 km to the SE coast.  The first historical eruption of Pallas Peak, during 1843-46, was its largest.",Kuril Islands,Kuril Islands,47.35,152.475,1172,Subduction zone / Oceanic crust (< 15 km),Holocene,Eruption Observed,Andesite / Basaltic Andesite,4/1/21 8:00,"The circular, 10-km-wide Ketoi island, which rises across the 19-km-wide Diana Strait from Simushir Island, hosts of one of the most complex volcanic structures of the Kuril Islands.  The rim of a 5-km-wide Pleistocene caldera is exposed only on the NE side.  A younger 1172-m-high stratovolcano forming the NW part of the island is cut by a horst-and-graben structure containing two solfatara fields.  A 1.5-km-wide freshwater lake fills an explosion crater in the center of the island.  Pallas Peak, a large andesitic cone in the NE part of the caldera, is truncated by a 550-m-wide crater containing a brilliantly colored turquoise crater lake.  Lava flows from Pallas Peak overtop the caldera rim and descend nearly 5 km to the SE coast.  The first historical eruption of Pallas Peak, during 1843-46, was its largest."
290210,Ushishur,Caldera,1884,Russia,"The subaerial portion of Ushishur volcano in the central Kuriles is exposed in two small islands, the southern containing the summit caldera and the northern a portion of the volcano's flanks.  A small 1.6-km-wide caldera that formed about 9400 years ago is narrowly breached on the south, allowing sea water to fill the caldera.  Two andesitic lava domes occupy part of the caldera bay; two other older domes are joined by a sand bar to the SE caldera wall.  The two younger domes, erupted sometime after the 1769 visit of Captain Snow, form islands in the bay.  A cluster of strong fumaroles and hot springs along the SE caldera shoreline was a sacred place to 18th- and 19th-century Kurile Ainu peoples, and vigorous submarine hydrothermal activity has modified the geochemistry of sea water within the caldera bay.  Aside from growth of the two younger lava domes, only minor phreatic eruptions have occurred at Ushishur during historical time. ",Kuril Islands,Kuril Islands,47.52,152.8,401,Subduction zone / Oceanic crust (< 15 km),Holocene,Eruption Observed,Andesite / Basaltic Andesite,4/1/21 8:00,"The subaerial portion of Ushishur volcano in the central Kuriles is exposed in two small islands, the southern containing the summit caldera and the northern a portion of the volcano's flanks.  A small 1.6-km-wide caldera that formed about 9400 years ago is narrowly breached on the south, allowing sea water to fill the caldera.  Two andesitic lava domes occupy part of the caldera bay; two other older domes are joined by a sand bar to the SE caldera wall.  The two younger domes, erupted sometime after the 1769 visit of Captain Snow, form islands in the bay.  A cluster of strong fumaroles and hot springs along the SE caldera shoreline was a sacred place to 18th- and 19th-century Kurile Ainu peoples, and vigorous submarine hydrothermal activity has modified the geochemistry of sea water within the caldera bay.  Aside from growth of the two younger lava domes, only minor phreatic eruptions have occurred at Ushishur during historical time. "
290211,Srednii,Submarine,,Russia,"Remnants of the Srednii submarine volcano form a hazardous obstruction in the strait between Rasshua and Ushishur Islands. Flat-topped Khitraya Rock may be a young (Holocene) extrusion dome, and adjoining rocks may be the rim of an old caldera (Gorshkov 1970). Sapper (1917), Neumann Van Padang (1938), and Gushchenko (1979) reported a submarine eruption between Rasshua and Ushishur Islands on 12 July, possibly in 1880 (the year is uncertain).",Kuril Islands,Kuril Islands,47.6,152.92,36,Subduction zone / Oceanic crust (< 15 km),Holocene,Evidence Credible,No Data (checked),4/1/21 8:00,"Remnants of the Srednii submarine volcano form a hazardous obstruction in the strait between Rasshua and Ushishur Islands. Flat-topped Khitraya Rock may be a young (Holocene) extrusion dome, and adjoining rocks may be the rim of an old caldera (Gorshkov 1970). Sapper (1917), Neumann Van Padang (1938), and Gushchenko (1979) reported a submarine eruption between Rasshua and Ushishur Islands on 12 July, possibly in 1880 (the year is uncertain)."
290220,Rasshua,Stratovolcano,1957,Russia,"The elongated 6 x 13 km island of Rasshua in the central Kuriles contains three overlapping central cones within a 6 km caldera whose eastern margin is beyond the shoreline. An eroded central cone was constructed during the late Pleistocene, along with an isolated cone near the NW coast. Two Holocene cones were built within the crater of the central cone. The westernmost forms the 956 m high point of the island and is the source of lava flows that flooded the crater floor and descended to the coast. The easternmost cone, active during historical time, is truncated by a 500-m-wide crater that is breached to the SE. This crater may have formed during a violent eruption in 1846. The only other known historical eruption produced weak explosions in 1957. Fumarolic activity continues in the eastern crater and in the saddle between the two summit cones.",Kuril Islands,Kuril Islands,47.77,153.02,956,Subduction zone / Oceanic crust (< 15 km),Holocene,Eruption Observed,Andesite / Basaltic Andesite,4/1/21 8:00,"The elongated 6 x 13 km island of Rasshua in the central Kuriles contains three overlapping central cones within a 6 km caldera whose eastern margin is beyond the shoreline. An eroded central cone was constructed during the late Pleistocene, along with an isolated cone near the NW coast. Two Holocene cones were built within the crater of the central cone. The westernmost forms the 956 m high point of the island and is the source of lava flows that flooded the crater floor and descended to the coast. The easternmost cone, active during historical time, is truncated by a 500-m-wide crater that is breached to the SE. This crater may have formed during a violent eruption in 1846. The only other known historical eruption produced weak explosions in 1957. Fumarolic activity continues in the eastern crater and in the saddle between the two summit cones."
290240,Sarychev Peak,Stratovolcano,2021,Russia,"Sarychev Peak, one of the most active volcanoes of the Kuril Islands, occupies the NW end of Matua Island in the central Kuriles. The andesitic central cone was constructed within a 3-3.5-km-wide caldera, whose rim is exposed only on the SW side. A dramatic 250-m-wide, very steep-walled crater with a jagged rim caps the volcano. The substantially higher SE rim forms the 1496 m high point of the island. Fresh-looking lava flows, prior to activity in 2009, had descended in all directions, often forming capes along the coast. Much of the lower-angle outer flanks of the volcano are overlain by pyroclastic-flow deposits. Eruptions have been recorded since the 1760s and include both quiet lava effusion and violent explosions.  Large eruptions in 1946 and 2009 produced pyroclastic flows that reached the sea.",Kuril Islands,Kuril Islands,48.092,153.2,1496,Subduction zone / Intermediate crust (15-25 km),Holocene,Eruption Observed,Andesite / Basaltic Andesite,4/1/21 8:00,"Sarychev Peak, one of the most active volcanoes of the Kuril Islands, occupies the NW end of Matua Island in the central Kuriles. The andesitic central cone was constructed within a 3-3.5-km-wide caldera, whose rim is exposed only on the SW side. A dramatic 250-m-wide, very steep-walled crater with a jagged rim caps the volcano. The substantially higher SE rim forms the 1496 m high point of the island. Fresh-looking lava flows, prior to activity in 2009, had descended in all directions, often forming capes along the coast. Much of the lower-angle outer flanks of the volcano are overlain by pyroclastic-flow deposits. Eruptions have been recorded since the 1760s and include both quiet lava effusion and violent explosions.  Large eruptions in 1946 and 2009 produced pyroclastic flows that reached the sea."
290250,Raikoke,Stratovolcano,2019,Russia,"A low truncated volcano forms the small barren Raikoke Island, which lies 16 km across the Golovnin Strait from Matua Island in the central Kuriles. The oval-shaped basaltic island is only 2 x 2.5 km wide and rises above a submarine terrace. An eruption in 1778, during which the upper third of the island was said to have been destroyed, prompted the first volcanological investigation in the Kuril Islands two years later. Incorrect reports of eruptions in 1777 and 1780 were due to misprints and errors in descriptions of the 1778 event (Gorshkov, 1970). Another powerful eruption in 1924 greatly deepened the crater and changed the outline of the island. Prior to a 2019 eruption, the steep-walled crater, highest on the SE side, was 700 m wide and 200 m deep. Lava flows mantle the eastern side of the island. ",Kuril Islands,Kuril Islands,48.292,153.25,551,Subduction zone / Intermediate crust (15-25 km),Holocene,Eruption Observed,Basalt / Picro-Basalt,4/1/21 8:00,"A low truncated volcano forms the small barren Raikoke Island, which lies 16 km across the Golovnin Strait from Matua Island in the central Kuriles. The oval-shaped basaltic island is only 2 x 2.5 km wide and rises above a submarine terrace. An eruption in 1778, during which the upper third of the island was said to have been destroyed, prompted the first volcanological investigation in the Kuril Islands two years later. Incorrect reports of eruptions in 1777 and 1780 were due to misprints and errors in descriptions of the 1778 event (Gorshkov, 1970). Another powerful eruption in 1924 greatly deepened the crater and changed the outline of the island. Prior to a 2019 eruption, the steep-walled crater, highest on the SE side, was 700 m wide and 200 m deep. Lava flows mantle the eastern side of the island. "
290260,Chirinkotan,Stratovolcano,2017,Russia,"The small, mostly unvegetated 3-km-wide island of Chirinkotan occupies the far end of an E-W volcanic chain that extends nearly 50 km W of the central part of the main Kuril Islands arc. It is the emergent summit of a volcano that rises 3000 m from the floor of the Kuril Basin. A small 1-km-wide caldera about 300-400 m deep is open to the SW. Lava flows from a cone within the breached crater reached the shore of the island. Historical eruptions have been recorded since the 18th century. Lava flows were observed by the English fur trader Captain Snow in the 1880s.",Kuril Islands,Kuril Islands,48.98,153.48,724,Subduction zone / Intermediate crust (15-25 km),Holocene,Eruption Observed,Andesite / Basaltic Andesite,4/1/21 8:00,"The small, mostly unvegetated 3-km-wide island of Chirinkotan occupies the far end of an E-W volcanic chain that extends nearly 50 km W of the central part of the main Kuril Islands arc. It is the emergent summit of a volcano that rises 3000 m from the floor of the Kuril Basin. A small 1-km-wide caldera about 300-400 m deep is open to the SW. Lava flows from a cone within the breached crater reached the shore of the island. Historical eruptions have been recorded since the 18th century. Lava flows were observed by the English fur trader Captain Snow in the 1880s."
290270,Ekarma,Stratovolcano,2010,Russia,"The small 5 x 7.5 km island of Ekarma lies 8.5 km N of Shiashkotan Island along an E-W-trending volcanic chain extending westward from the central part of the main Kuril Island arc. It is composed of two overlapping basaltic-andesite to andesitic volcanoes, the western of which has been historically active. Lava flows radiate 3 km in all directions from the summit of the younger cone to the sea, forming a lobate shoreline. A lava dome that was emplaced during the first historical eruption, in 1776-79, forms the peaked summit of the island.",Kuril Islands,Kuril Islands,48.958,153.93,1170,Subduction zone / Intermediate crust (15-25 km),Holocene,Eruption Observed,Andesite / Basaltic Andesite,4/1/21 8:00,"The small 5 x 7.5 km island of Ekarma lies 8.5 km N of Shiashkotan Island along an E-W-trending volcanic chain extending westward from the central part of the main Kuril Island arc. It is composed of two overlapping basaltic-andesite to andesitic volcanoes, the western of which has been historically active. Lava flows radiate 3 km in all directions from the summit of the younger cone to the sea, forming a lobate shoreline. A lava dome that was emplaced during the first historical eruption, in 1776-79, forms the peaked summit of the island."
290290,Sinarka,Stratovolcano,1878,Russia,"Sinarka volcano, occupying the northern end of Shiashkotan Island in the central Kuriles, has a complex structure. A small, 2-km-wide depression open to the NW has been largely filled and overtopped by an andesitic postglacial central cone that itself contains a lava dome that forms the high point of the island. Another lava dome, Zheltokamennaya Mountain, lies 1.5 km to the SW along the buried SW rim of the caldera, and a smaller dome lies along the northern caldera rim.  Historical eruptions have occurred during the 17th and 18th centuries. The last and largest of these, during 1872-78, was once thought to originate from Kuntomintar volcano at the southern end of the island, but is now attributed to Sinarka (Gorshkov, 1970).",Kuril Islands,Kuril Islands,48.873,154.182,911,Subduction zone / Intermediate crust (15-25 km),Holocene,Eruption Observed,Andesite / Basaltic Andesite,4/1/21 8:00,"Sinarka volcano, occupying the northern end of Shiashkotan Island in the central Kuriles, has a complex structure. A small, 2-km-wide depression open to the NW has been largely filled and overtopped by an andesitic postglacial central cone that itself contains a lava dome that forms the high point of the island. Another lava dome, Zheltokamennaya Mountain, lies 1.5 km to the SW along the buried SW rim of the caldera, and a smaller dome lies along the northern caldera rim.  Historical eruptions have occurred during the 17th and 18th centuries. The last and largest of these, during 1872-78, was once thought to originate from Kuntomintar volcano at the southern end of the island, but is now attributed to Sinarka (Gorshkov, 1970)."
290300,Kharimkotan,Stratovolcano,1933,Russia,"The 8 x 12 km island of Kharimkotan (also spelled Harimkotan) in the northern Kuriles consists of a stratovolcano cut by two breached depressions on the east and NW sides. These horseshoe-shaped craters were formed by slope failure, which produced debris-avalanche deposits that form large broad peninsulas on the east and NW coasts. Evidence of additional slope failures followed by plinian eruptions are found in sea cliffs of the island. Historical explosive eruptions have occurred since the early 18th century. A central cone, Severgin, was largely destroyed during the 1933 eruption, one of the largest in the Kuril Islands during historical time. Impact of a debris avalanche into the sea from the collapse of Severgin produced a tsunami that swept the island's coast and reached Onekotan and Paramushir Islands, killing two people. A large lava dome emplaced during the 1933 eruption now fills the head of the eastern crater.",Kuril Islands,Kuril Islands,49.12,154.508,1145,Subduction zone / Intermediate crust (15-25 km),Holocene,Eruption Observed,Andesite / Basaltic Andesite,4/1/21 8:00,"The 8 x 12 km island of Kharimkotan (also spelled Harimkotan) in the northern Kuriles consists of a stratovolcano cut by two breached depressions on the east and NW sides. These horseshoe-shaped craters were formed by slope failure, which produced debris-avalanche deposits that form large broad peninsulas on the east and NW coasts. Evidence of additional slope failures followed by plinian eruptions are found in sea cliffs of the island. Historical explosive eruptions have occurred since the early 18th century. A central cone, Severgin, was largely destroyed during the 1933 eruption, one of the largest in the Kuril Islands during historical time. Impact of a debris avalanche into the sea from the collapse of Severgin produced a tsunami that swept the island's coast and reached Onekotan and Paramushir Islands, killing two people. A large lava dome emplaced during the 1933 eruption now fills the head of the eastern crater."
290310,Tao-Rusyr Caldera,Stratovolcano,1952,Russia,"The 7.5-km-wide Tao-Rusyr caldera on southern Onekotan Island is one of the most impressive volcanoes of the Kuril Islands.  The basaltic-to-andesitic caldera is filled by the deep-blue 7-km-wide Kal'tsevoe lake, whose surface is 400 m above sea level.  The caldera was formed about 7500 years ago during one of the largest Holocene eruptions in the Kuril Islands.  A large symmetrical post-caldera cone, 1325-m-high andesitic Krenitzyn Peak, forms a 4-km wide island that towers high above the caldera rim and fills the NW portion of the caldera lake.  A 350-m-wide, 100-m-deep crater truncates the peak and a large lateral crater is located on the upper NE side.  The only historical eruption of Krenitzyn Peak, in 1952, formed a small, mostly lacustral lava dome in an explosion crater along the east shore of the island.    ",Kuril Islands,Kuril Islands,49.35,154.7,1325,Subduction zone / Intermediate crust (15-25 km),Holocene,Eruption Observed,Andesite / Basaltic Andesite,4/1/21 8:00,"The 7.5-km-wide Tao-Rusyr caldera on southern Onekotan Island is one of the most impressive volcanoes of the Kuril Islands.  The basaltic-to-andesitic caldera is filled by the deep-blue 7-km-wide Kal'tsevoe lake, whose surface is 400 m above sea level.  The caldera was formed about 7500 years ago during one of the largest Holocene eruptions in the Kuril Islands.  A large symmetrical post-caldera cone, 1325-m-high andesitic Krenitzyn Peak, forms a 4-km wide island that towers high above the caldera rim and fills the NW portion of the caldera lake.  A 350-m-wide, 100-m-deep crater truncates the peak and a large lateral crater is located on the upper NE side.  The only historical eruption of Krenitzyn Peak, in 1952, formed a small, mostly lacustral lava dome in an explosion crater along the east shore of the island.    "
